,NU_INSCRICAO,NU_ANO,CO_MUNICIPIO_RESIDENCIA,NO_MUNICIPIO_RESIDENCIA,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,NU_IDADE,TP_SEXO,TP_ESTADO_CIVIL,TP_COR_RACA,TP_NACIONALIDADE,CO_MUNICIPIO_NASCIMENTO,NO_MUNICIPIO_NASCIMENTO,CO_UF_NASCIMENTO,SG_UF_NASCIMENTO,TP_ST_CONCLUSAO,TP_ANO_CONCLUIU,TP_ESCOLA,TP_ENSINO,IN_TREINEIRO,CO_ESCOLA,CO_MUNICIPIO_ESC,NO_MUNICIPIO_ESC,CO_UF_ESC,SG_UF_ESC,TP_DEPENDENCIA_ADM_ESC,TP_LOCALIZACAO_ESC,TP_SIT_FUNC_ESC,IN_BAIXA_VISAO,IN_CEGUEIRA,IN_SURDEZ,IN_DEFICIENCIA_AUDITIVA,IN_SURDO_CEGUEIRA,IN_DEFICIENCIA_FISICA,IN_DEFICIENCIA_MENTAL,IN_DEFICIT_ATENCAO,IN_DISLEXIA,IN_DISCALCULIA,IN_AUTISMO,IN_VISAO_MONOCULAR,IN_OUTRA_DEF,IN_SABATISTA,IN_GESTANTE,IN_LACTANTE,IN_IDOSO,IN_ESTUDA_CLASSE_HOSPITALAR,IN_SEM_RECURSO,IN_BRAILLE,IN_AMPLIADA_24,IN_AMPLIADA_18,IN_LEDOR,IN_ACESSO,IN_TRANSCRICAO,IN_LIBRAS,IN_LEITURA_LABIAL,IN_MESA_CADEIRA_RODAS,IN_MESA_CADEIRA_SEPARADA,IN_APOIO_PERNA,IN_GUIA_INTERPRETE,IN_MACA,IN_COMPUTADOR,IN_CADEIRA_ESPECIAL,IN_CADEIRA_CANHOTO,IN_CADEIRA_ACOLCHOADA,IN_PROVA_DEITADO,IN_MOBILIARIO_OBESO,IN_LAMINA_OVERLAY,IN_PROTETOR_AURICULAR,IN_MEDIDOR_GLICOSE,IN_MAQUINA_BRAILE,IN_SOROBAN,IN_MARCA_PASSO,IN_SONDA,IN_MEDICAMENTOS,IN_SALA_INDIVIDUAL,IN_SALA_ESPECIAL,IN_SALA_ACOMPANHANTE,IN_MOBILIARIO_ESPECIFICO,IN_MATERIAL_ESPECIFICO,IN_NOME_SOCIAL,IN_CERTIFICADO,NO_ENTIDADE_CERTIFICACAO,CO_UF_ENTIDADE_CERTIFICACAO,SG_UF_ENTIDADE_CERTIFICACAO,CO_MUNICIPIO_PROVA,NO_MUNICIPIO_PROVA,CO_UF_PROVA,SG_UF_PROVA,TP_PRESENCA_CN,TP_PRESENCA_CH,TP_PRESENCA_LC,TP_PRESENCA_MT,CO_PROVA_CN,CO_PROVA_CH,CO_PROVA_LC,CO_PROVA_MT,NU_NOTA_CN,NU_NOTA_CH,NU_NOTA_LC,NU_NOTA_MT,TX_RESPOSTAS_CN,TX_RESPOSTAS_CH,TX_RESPOSTAS_LC,TX_RESPOSTAS_MT,TP_LINGUA,TX_GABARITO_CN,TX_GABARITO_CH,TX_GABARITO_LC,TX_GABARITO_MT,TP_STATUS_REDACAO,NU_NOTA_COMP1,NU_NOTA_COMP2,NU_NOTA_COMP3,NU_NOTA_COMP4,NU_NOTA_COMP5,NU_NOTA_REDACAO,Q001,Q002,Q003,Q004,Q005,Q006,Q007,Q008,Q009,Q010,Q011,Q012,Q013,Q014,Q015,Q016,Q017,Q018,Q019,Q020,Q021,Q022,Q023,Q024,Q025,Q026,Q027,Q028,Q029,Q030,Q031,Q032,Q033,Q034,Q035,Q036,Q037,Q038,Q039,Q040,Q041,Q042,Q043,Q044,Q045,Q046,Q047,Q048,Q049,Q050
1125,a007e5dd7d6406fa49ef737edc79bf2b42c29669,2016,2501807,Bayeux,25,PB,18,M,0,3,1,2501807,Bayeux,25,PB,2,0,2,1,0,25090887,2501807,Bayeux,25,PB,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SECRETARIA ESTADUAL - PB,25,PB,2501807,Bayeux,25,PB,1,1,1,1,c8328ebc6f3238e06076c481bc1b82b8301e7a3f,f48d390ab6a2428e659c37fb8a9d00afde621889,01abbb7f1a90505385f44eec9905f82ca2a42cfd,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,407.8,570.5,597.6,608,DACAEAAADAEBACBDBEDCBBDBCCABBDDACDDDBACACEBDB,ABADBBEDEEDDADDAEBBDAACACEECDBAECEABCBBBDACEE,99999BCCBCAEBBDDAACACCCABBEAAAEAEAABAABAADEBDBBAEE,CCDCDBEADCADCCBCDEAEDDDADACBCCBDBAECADCCCDDBD,1,DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA,EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,120,120,120,120,120,600,C,D,B,B,4,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,,,,,,,,5,5,2,5,5,5,5,,A,A,A,A,B,A,A,A,A
1126,3d7144ce22e7c49abcefc3699ec526e78f6d7f5e,2016,1600303,Macapá,16,AP,21,M,0,3,1,1600303,Macapá,16,AP,2,0,2,1,0,16008820,1600303,Macapá,16,AP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1600303,Macapá,16,AP,1,1,1,1,16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,577f8968d95046f5eb5cc158608e12fa9ba34c85,411.3,350.5,426.1,411.5,DBDDEDDACADEBBCDCABEDEBBECDCDCCADDAABEBDCBAEC,AABEDAABDADAADDDDEAECEECAEDECBADEAEEABEBBDACA,99999BBBCACCCEACDACCADDECEABAACEEADDAEACADAEDACECE,BCBCACBBBBCCECABCBDEABACBACAAEBCADBBACEDADDCA,1,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB,CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE,1,140,120,100,120,80,560,H,H,F,F,6,B,A,C,E,A,B,B,A,A,A,B,A,A,C,B,B,C,A,B,B,A,,,,,,,,2,3,3,4,5,4,5,,A,A,A,A,B,A,A,C,B
1127,3c2c86f4081f2a30152c5e1e6376347c3362fd68,2016,2305902,Ipueiras,23,CE,17,F,0,3,1,2305902,Ipueiras,23,CE,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2305902,Ipueiras,23,CE,1,1,1,1,66b1dad288e13be0992bae01e81f71eca1c6e8a6,942ab3dc020af4cf53740b6b07e9dd7060b24164,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,767a32545304ed293242d528f54d4edb1369f910,408.3,465.2,430.7,457.8,CEDBEADADBECDCAADCEAADBABEDBDACEDABCDECECEBCE,BEABBCBECDACDADAABAEBDAEECABDAEEAEDABDEAEDCEA,99999ABCCAACACCBBEDEABEADABEBEEEDCBAEDBECEADDCADCE,ABCBAADEECEBDEEDCBCDEEDECEBDAACBECABCDEDBAECE,1,EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA,EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,4,0,0,0,0,0,0,B,B,A,A,5,B,A,B,C,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,A,,,,,,,,5,4,4,4,4,5,5,,A,A,A,A,C,A,A,A,A
1128,19b9e5af5ee036f4cf1458837521983d9bf57b67,2016,2402006,Caicó,24,RN,21,M,0,1,1,2301901,Barbalha,23,CE,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2402006,Caicó,24,RN,1,1,1,1,66b1dad288e13be0992bae01e81f71eca1c6e8a6,942ab3dc020af4cf53740b6b07e9dd7060b24164,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,767a32545304ed293242d528f54d4edb1369f910,540.7,631.1,551.8,621.1,BBBBDCDBACCECDCDCDCDEEAEDACBEACACABADDCBCCACC,EDCADDECDCCDDACABEEDDDCEEBDEEEBAAAEEAACDEDBBD,99999ABBDCAAAAEDBCACABBEACDBBAABCDCAABACCAADBCADBE,EEBCEBBCEECEBDECADCEEADACDDCCCCAADCADAEDACCCD,1,EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA,EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,1,120,120,120,120,100,580,F,E,D,D,3,H,A,D,D,C,B,B,A,B,A,B,A,A,C,A,A,D,A,B,B,A,,,,,,,,4,5,3,4,4,5,5,,D,A,A,A,A,A,A,A,A
1129,97a186cd354663e868442b9b9cb0f4548d8f2848,2016,2903201,Barreiras,29,BA,47,F,0,3,1,2904100,Boquira,29,BA,1,2,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2903201,Barreiras,29,BA,1,1,1,1,b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,909237ab0d84688e10c0470e2997348aff585273,01abbb7f1a90505385f44eec9905f82ca2a42cfd,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,378.6,488.8,554.2,389.2,BEBAEDEEECDAACEBAEABADBCBED*CDDBADADBCCDEDECE,ACCBBDAC.DEEAAAEAEEDABCEEDDACCBECADBBAECCABDA,99999AABAABEEDCCDECBCCCDBCEDDACEEAAAAEEABBDDBBBAAE,DAEDEDBCAECAEBDCDBBCCBECEAADACDBDBACEDECBCEBE,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,120,80,80,120,40,440,D,D,B,D,4,C,A,B,D,A,A,B,A,A,A,A,A,A,B,B,A,C,A,B,B,C,C,E,5,5,5,5,5,5,5,3,4,4,4,5,5,A,A,A,A,A,A,A,A,C
1130,1e586aa37dc22dd84257b8b5005889e2cac32cc8,2016,2309607,Pacajus,23,CE,17,F,0,0,2,,,,,2,0,2,1,0,23323612,2309607,Pacajus,23,CE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2309607,Pacajus,23,CE,1,1,1,1,b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,909237ab0d84688e10c0470e2997348aff585273,01af53cd161a420fff1767129c10de560cc264dd,97caab1e1533dba217deb7ef41490f52e459ab01,417,545.5,500.5,439.5,ABDACCBECBCBBCADDCEACCECCADAAEDAAAEDADDAABCDC,DCEEBBBCDACACBCEECECDECEEDDACBBCBBEBABDACDDCA,99999ABDACABEBDAECAAAABECCDACBBECABACBCACAEDECECAE,BCDDECDBEBBEDCACEDDEADAEDBEDAEECCCCEEDEDCCAAD,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,1,120,120,100,120,60,520,H,H,B,B,5,C,A,B,C,A,B,B,A,B,A,A,A,A,B,B,A,C,A,A,A,A,,,,,,,,5,5,2,5,3,3,5,,A,A,A,A,B,A,A,A,A
1131,f8778884c509d2d4c731e277522a05674314399b,2016,3550308,São Paulo,35,SP,38,M,0,3,1,2917508,Jacobina,29,BA,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE SÃO PAULO,35,SP,3550308,São Paulo,35,SP,1,1,1,1,66b1dad288e13be0992bae01e81f71eca1c6e8a6,942ab3dc020af4cf53740b6b07e9dd7060b24164,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,577f8968d95046f5eb5cc158608e12fa9ba34c85,472.7,585.9,558.2,403,DDECCABAEAACEBEDCACEBEAABAEADBAECEBDEDAEEDBCD,BDCEADADACECDAABBEDBCDDEACDCDEBDACDCCABAEECBC,99999CDBCBBA*.DCBCAAAEEBAADDEBBCDADEEAEAECCCCCAEEE,AEDCEDEEEAEDAAEAEDCCADD.CCBDDCCBBECAAAEDDBCAA,1,EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA,EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD,DECEACCEBBDADEBABEAAEDCBCABDCEBADCEBAAECBBCBDABEBB,CBAACCEABDDCDBDDCEAECADBECEBACBDABDBEBCDADCEE,1,120,80,80,100,60,440,B,B,B,B,2,B,A,B,C,A,A,B,A,B,A,B,A,A,B,B,B,B,A,A,A,A,,,,,,,,5,5,4,5,5,4,5,,A,A,B,C,D,A,A,B,A
1132,29a8fc796c8dfd23cef881dfe5b0b35dbdef3102,2016,2408102,Natal,24,RN,27,F,0,2,1,2408102,Natal,24,RN,1,8,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2408102,Natal,24,RN,1,1,1,1,16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,01af53cd161a420fff1767129c10de560cc264dd,97caab1e1533dba217deb7ef41490f52e459ab01,417.6,535.9,398.8,492.4,AABBBBBBBBBBCCCCCCCCCCDDDDDDDDDEEEEEEEEEEABCD,BCCBCDDCEEBDEBEEAAAAEEBAEBDDABACDBAAAAAAEACAA,99999DBAEBBEEAEEDEEAAAABAAAAAAAAAABBBBBBBBBBCCCCCC,CCCCDDDDDDADDDDDDDECECEEEEEEEAAAAAAAAAAAAAAAA,1,BCADBCEDCCBADBDCADBEBDBEADCCAEACDBEDBCACAEBEE,BCBCCADCCBEDDBEEADBDCECCBBECAEEDDADCDDACAADBA,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,1,120,120,80,120,20,460,C,B,A,B,3,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,B,A,B,D,E,4,4,5,5,5,5,5,5,5,5,5,5,,A,A,A,C,A,A,B,C,A
1133,fe8ee41de23196eae68d3265a8caae162f0f671c,2016,2614105,Sertânia,26,PE,16,F,0,3,1,2509701,Monteiro,25,PB,3,0,1,,1,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2614105,Sertânia,26,PE,1,1,1,1,b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,909237ab0d84688e10c0470e2997348aff585273,01abbb7f1a90505385f44eec9905f82ca2a42cfd,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,401.1,488.5,536.9,485.5,ADAACEBDCEDADABDCEDBEBDAACBDCEBBDCCDAEADABACD,DAEBBDADECBBCAADEADCDCDBEBCDEDBADCEBDACECAEAC,99999BADDCBDCECEAECDBCDBACBEDEEADAAEDACCEDDECBBAEB,CABCBECEDAABEDBCBDBDCBCDACBEAEEDCBDCEACDAECEC,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,140,120,120,140,120,640,D,E,C,C,5,C,A,C,C,B,A,B,A,A,A,A,A,A,B,B,A,C,A,A,B,A,,,,,,,,5,5,5,5,5,0,4,,A,A,A,A,C,A,A,A,A
1134,d178286935524251d76dfe02baafd309fd6077df,2016,2312700,Senador Pompeu,23,CE,31,F,0,3,1,2312700,Senador Pompeu,23,CE,2,0,2,3,0,23121700,2312700,Senador Pompeu,23,CE,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,SECRETARIA ESTADUAL - CE,23,CE,2312700,Senador Pompeu,23,CE,1,1,1,1,66b1dad288e13be0992bae01e81f71eca1c6e8a6,942ab3dc020af4cf53740b6b07e9dd7060b24164,01af53cd161a420fff1767129c10de560cc264dd,97caab1e1533dba217deb7ef41490f52e459ab01,367.3,384.4,410.2,411.1,BEECC**DECDDCEAAABACBECCDAEEACDBEDCBBDBCBBDDC,DECBCEECC*EDEDEBBDEDEDBBCBDECDCBEACADBCCEAECA,99999BEACAEDCEAEEBDDBBDDEBADBBDDBDCAACECBABEECBEEE,DCDBDDDAAADADDECCDDDADBDCADDEBEDDAECDDDCEDCEA,1,EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA,EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,4,0,0,0,0,0,0,H,H,F,A,2,B,A,B,B,A,A,B,A,A,A,A,A,A,B,A,A,B,A,A,A,B,E,A,5,5,5,5,5,5,5,5,5,5,5,5,,A,A,A,A,B,A,C,A,C
1135,19864242b0a1729e0ebe15434e817a2b2696424c,2016,3553955,Tarumã,35,SP,17,F,0,1,1,3504008,Assis,35,SP,2,0,2,1,0,35033133,3553955,Tarumã,35,SP,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3504008,Assis,35,SP,1,1,0,0,66b1dad288e13be0992bae01e81f71eca1c6e8a6,942ab3dc020af4cf53740b6b07e9dd7060b24164,2d22ac1d42e6187f09ee6c578df187a760123ccf,2d22ac1d42e6187f09ee6c578df187a760123ccf,442.3,542,,,DBACADDBCBBDEBCACDABABEBDACAEADECCBCACBEACBEC,BBEDDABCBEEAEDCEBEDDCDAEBEDBEBBBADDAAACCEABAE,,,0,EADBDCCBADBEBCEBCABDEBEEBECADDBEACACDDBCADCCA,EDDBDDACDCEDDACBBBCBCDCECADBEEBAAADECAECCBCAD,,,,,,,,,,E,G,C,B,5,F,A,B,D,B,A,B,B,B,C,B,A,B,C,B,A,E,A,B,B,B,D,B,2,0,5,5,0,5,5,0,5,5,0,5,,A,A,A,A,B,A,A,B,A
1136,0b303c0b9be8099216be3cb660bc3c42f9750047,2016,2611606,Recife,26,PE,26,F,1,2,2,,,,,1,9,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,2611606,Recife,26,PE,1,1,1,1,c8328ebc6f3238e06076c481bc1b82b8301e7a3f,f48d390ab6a2428e659c37fb8a9d00afde621889,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,767a32545304ed293242d528f54d4edb1369f910,471.5,427.2,364.1,370.2,AADAEBADBECDCEBCBEBCEBAECBDDADEBBADCDBEABDEBD,DABEBBCAEDBDDCCEACBADCACBECADCADBEBBCDBBDCDCA,99999CDABDECABAECECBECAEDCBDACECBADAECBDCAEBCDDBAD,DCBAACABECCEBCBDABDECEECCAEBDBC*BCECBDBEBDADC,1,DBDCCACADBADBCABDEBEECECDDBCADCCBEBBEDBEAEACA,EEBCBCEDDBDDACCCBCADADBAADEDDADCECAECBBBADCEC,EECDABBECCDAAECBBCBDABBAAEEBBDCBADEBABEADCECEBCABD,CCEEBCCEBAABDDECADCEECDBCBDBECBADDACEAABDBDAD,1,120,60,80,100,40,400,C,B,F,F,4,A,A,B,C,A,A,B,A,B,A,A,A,A,B,B,A,C,A,A,A,B,G,D,2,5,5,5,5,5,5,5,5,5,5,5,,A,A,A,A,A,A,A,A,A
1137,1b74ea7aca288ab5ca5a291901d8f0427676cbbf,2016,2604106,Caruaru,26,PE,23,M,0,2,1,2604106,Caruaru,26,PE,4,0,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DE PERNAMBUCO,26,PE,2604106,Caruaru,26,PE,1,1,1,1,b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,909237ab0d84688e10c0470e2997348aff585273,01af53cd161a420fff1767129c10de560cc264dd,97caab1e1533dba217deb7ef41490f52e459ab01,395.5,537.9,544.9,425.8,BEBABBCBACCBCACDEBAADCBBECCBCADABEDBBBABBBBDD,DECEBBBBBABBCAABEDEBDACCBDABAEDDDACCEBDECEDDA,99999DCDCADECBBEDBDABDDABBEDEDDCCDCAECDEAECDBCAEEE,AECDECCABDCCCDBBADBACABDABEEDACCCCABACBBABCAD,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,CEDEACCBEBDBABECABDADEADCEDCBEBBCEBAAEBAAECBBCBDAB,DADCCECBDECADCBACDBCEEABDDAABDBCEADDBECEBAEBC,1,120,40,80,100,80,420,B,B,C,B,5,D,A,C,D,A,B,C,A,A,A,B,A,A,C,B,A,D,A,A,B,C,D,B,5,5,2,3,0,3,5,3,5,5,5,2,5,A,A,B,C,D,A,B,B,C
1138,ab00d51d516ce52bd516fe1c22f381bf98679692,2016,3205101,Viana,32,ES,21,M,0,3,1,3201308,Cariacica,32,ES,1,4,1,,0,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,3205101,Viana,32,ES,1,1,1,1,c87a85497686b3e7b3765f84a2ca95256f0f66aa,0fb4772fc6ee9b951ade2fbe6699cc37985c422e,481058938110a64a272266e3892102b8ef0ca96f,73c5c86eef8f70263e4c5708d153cca123f93378,473.6,564.7,556.6,604.7,DADCBDDDCBEEBDCCCDBDEDBADCCDBEBCBBBDAEEADDDCA,DECEDDACBBDBADAABDEEEACBEAEEAABADBEBBABCABEAC,99999BCDABDDABACECAECDABCDDAEBAADAEEDCDBBBCDCAACCE,BADCDBEDCBDCEBABDBDECBDAEBDCCCECCDACCDEAABBCC,1,AADCACCECACDEDXCCDCCAACBCBDEBEBACCAEBDEBBEDAB,DEBEEDDEBBBBABADEDCBECABDDEEEAABBCCBCABDDAEEC,CDDABBCDACDDDBCCECAECDAECADAEBACEEEBDABACDACCCACAE,BDDDBDEBBCEBCEACAACEEEEACEDCBADCCDCDCDBABBDBC,1,120,120,120,120,80,560,D,D,D,B,3,C,A,B,C,A,A,B,A,A,A,B,A,A,B,A,A,C,A,B,B,B,F,D,5,0,5,5,5,5,5,2,5,1,3,5,,A,A,A,A,A,A,A,A,A
1139,0ed14e12509947254ca70611dd2103b7bd30dbcb,2016,1500800,Ananindeua,15,PA,19,M,0,3,1,1501402,Belém,15,PA,2,0,2,1,0,15034569,1500800,Ananindeua,15,PA,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1500800,Ananindeua,15,PA,1,1,1,1,b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,909237ab0d84688e10c0470e2997348aff585273,01abbb7f1a90505385f44eec9905f82ca2a42cfd,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,489.8,540.8,408.6,457.7,ABAACDEAEABAAAECCEDACDCBDACCDADCDCCACCEECCAEA,ECECBADEDAABCAADECEAABCCEABABBADABACAADECABAB,99999DECABECDCECEECDCEAECDACECDBCDCEBEAEAADCACEACA,CDADACDBDAACCDCDECDACBEDEDBCACCDDDBCEEDBBDDCD,1,EBEECADBCABECDDBEADCCABDEABEBCADBADDCCCEDBBCA,DCECBAAADCBBECAEDCEDDACCBDDACEDDBADBCADBCBCEE,EDECACCBBEDEBBBDABCBBCCEBADCEBAAEAAEDCBCABDBABEADE,CEECDBDADEBCCEBABECEACBDABDBDDABDDECADCCEACBA,1,120,80,80,120,60,460,D,E,C,B,3,C,A,B,C,A,A,B,A,A,A,A,A,A,B,B,A,D,A,A,B,A,,,,,,,,5,4,4,5,5,5,5,,D,A,A,A,B,A,A,A,B
